#Fitting parameters for SFR(M) derived from simulations in Guo et al. 2013
# z		a		b		c
1.		-7.90	2.5		-2.18
1.4		-7.70	2.49	-2.18
1.8		-7.50	2.49	-2.25
2.2		-7.10	2.42	-2.10
2.7		-6.78	2.36	-2.20
3.3		-6.30	2.25	-2.20
4.0		-6.15	2.25	-2.20
4.8		-5.90	2.25	-2.20
