1.000000000000000000e+00 9.168770306132936199e+00 -2.730938196182250977e+00 1.321024060249328613e+00
1.022390348635108914e+00 9.168770306132936199e+00 -2.696303129196166992e+00 1.335109710693359375e+00
1.045259747047141197e+00 9.168770306132936199e+00 -2.660023450851440430e+00 1.352589368820190430e+00
1.068718606390937298e+00 9.168770306132936199e+00 -2.642540931701660156e+00 1.373561143875122070e+00
1.092657342657342712e+00 9.168770306132936199e+00 -2.703885316848754883e+00 1.341418147087097168e+00
1.117193609652552766e+00 9.168770306132936199e+00 -2.732306241989135742e+00 1.311526894569396973e+00
1.142204454597373076e+00 9.168770306132936199e+00 -2.778319120407104492e+00 1.277086615562438965e+00
1.167678654834189533e+00 9.168770306132936199e+00 -2.745538711547851562e+00 1.287359476089477539e+00
1.193887297039159412e+00 9.168770306132936199e+00 -2.709071874618530273e+00 1.295256018638610840e+00
1.220703125000000000e+00 9.168770306132936199e+00 -2.661529541015625000e+00 1.301702141761779785e+00
1.247972045426182452e+00 9.168770306132936199e+00 -2.637338399887084961e+00 1.309926509857177734e+00
1.275998468801837538e+00 9.168770306132936199e+00 -2.622201681137084961e+00 1.313739657402038574e+00
1.304461257500652227e+00 9.168770306132936199e+00 -2.576113700866699219e+00 1.313420534133911133e+00
1.333688983728994248e+00 9.168770306132936199e+00 -2.518555164337158203e+00 1.319999694824218750e+00
1.363698349924996611e+00 9.168770306132936199e+00 -2.491226911544799805e+00 1.321277737617492676e+00
1.394116826990101643e+00 9.168770306132936199e+00 -2.451020002365112305e+00 1.310041904449462891e+00
1.425313568985176804e+00 9.168770306132936199e+00 -2.434981107711791992e+00 1.306839466094970703e+00
1.457301078402797989e+00 9.168770306132936199e+00 -2.404428482055664062e+00 1.298537611961364746e+00
1.489868891537544648e+00 9.168770306132936199e+00 -2.384191989898681641e+00 1.296808004379272461e+00
1.523229246001523318e+00 9.168770306132936199e+00 -2.345077037811279297e+00 1.275149822235107422e+00
1.557389814670611994e+00 9.168770306132936199e+00 -2.330535888671875000e+00 1.280206561088562012e+00
1.592356687898089262e+00 9.168770306132936199e+00 -2.321234464645385742e+00 1.261540293693542480e+00
1.628134158254640251e+00 9.168770306132936199e+00 -2.315110683441162109e+00 1.221811652183532715e+00
1.664447403462050667e+00 9.168770306132936199e+00 -2.287929534912109375e+00 1.219233632087707520e+00
1.701837985023825661e+00 9.168770306132936199e+00 -2.287048101425170898e+00 1.199540972709655762e+00
1.740038280842178597e+00 9.168770306132936199e+00 -2.274535179138183594e+00 1.172320246696472168e+00
1.778726431874777525e+00 9.168770306132936199e+00 -2.268482446670532227e+00 1.162755131721496582e+00
1.818843215714805561e+00 9.168770306132936199e+00 -2.264413833618164062e+00 1.141004681587219238e+00
1.859427296392711204e+00 9.168770306132936199e+00 -2.266305923461914062e+00 1.113331794738769531e+00
1.901140684410646209e+00 9.168770306132936199e+00 -2.263970375061035156e+00 1.072175741195678711e+00
1.943634596695821282e+00 9.168770306132936199e+00 -2.287724256515502930e+00 1.046332597732543945e+00
1.987281399046104902e+00 9.168770306132936199e+00 -2.284262180328369141e+00 1.022256255149841309e+00
2.031694433157253066e+00 9.168770306132936199e+00 -2.264521360397338867e+00 1.004767417907714844e+00
2.077274615704196137e+00 9.168770306132936199e+00 -2.295425653457641602e+00 9.622589349746704102e-01
2.123593119558292663e+00 9.168770306132936199e+00 -2.314263343811035156e+00 9.337035417556762695e-01
2.171552660152008762e+00 9.168770306132936199e+00 -2.313764095306396484e+00 9.152384996414184570e-01
2.219755826859045378e+00 9.168770306132936199e+00 -2.381373643875122070e+00 8.911094665527343750e-01
2.269632319564230727e+00 9.168770306132936199e+00 -2.325244665145874023e+00 8.716896772384643555e-01
