#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 230164
9.00 0 0 0 8.875 9.125 370063
9.25 0 1.59983e-06 0 9.125 9.375 1.24999e+06
9.50 2.96816e-07 9.78275e-06 2.96816e-07 9.375 9.625 3.36909e+06
9.75 9.12238e-07 1.7046e-05 2.29734e-07 9.625 9.875 4.38482e+06
10.00 1.85941e-06 1.63253e-05 3.15572e-07 9.875 10.125 3.22682e+06
10.25 5.34551e-07 1.98276e-05 9.48125e-09 10.125 10.375 1.87073e+06
10.50 9.70908e-07 7.55941e-05 9.70908e-07 10.375 10.625 1.02996e+06
10.75 2.08128e-05 0.00029889 2.08128e-05 10.625 10.875 528522
11.00 0.000162612 0.00102419 0.000162612 10.875 11.125 264433
11.25 0.00102558 0.00269671 0.00102558 11.125 11.375 125782
11.50 0.00426013 0.00747079 0.00426013 11.375 11.625 57510
11.75 0.016276 0.0213039 0.016276 11.625 11.875 24576
12.00 0.0542019 0.0451708 0.0542019 11.875 12.125 10055
12.25 0.156104 0.0734624 0.155007 12.125 12.375 3645
12.50 0.307626 0.0874036 0.260497 12.375 12.625 1167
12.75 0.559322 0.223729 0.250847 12.625 12.875 295
13.00 0.732394 0.211268 0.239437 12.875 13.125 71
13.25 0.888889 0.111111 0 13.125 13.375 9
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
