#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 32061
9.00 0 1.71338e-05 0 8.875 9.125 58364
9.25 7.13832e-06 7.13175e-06 3.56966e-06 9.125 9.375 280178
9.50 8.67429e-05 0.000299289 -2.0842e-06 9.375 9.625 1.15283e+06
9.75 0.00049832 0.00172203 -1.78195e-05 9.625 9.875 3.06831e+06
10.00 0.000343453 0.0010652 4.31098e-06 9.875 10.125 3.80256e+06
10.25 0.000510311 0.000898707 0.000199488 10.125 10.375 2.62977e+06
10.50 0.00194881 0.00249675 0.000792701 10.375 10.625 1.63125e+06
10.75 0.00667993 0.00638965 0.00211659 10.625 10.875 1.0039e+06
11.00 0.0183928 0.0115012 0.00451931 10.875 11.125 600508
11.25 0.0437817 0.0157499 0.00797923 11.125 11.375 347908
11.50 0.0938043 0.0157709 0.0147729 11.375 11.625 200833
11.75 0.17924 0.0143511 0.0230154 11.625 11.875 115644
12.00 0.307288 0.00801936 0.027821 11.875 12.125 65834
12.25 0.460273 0.0129614 0.0302015 12.125 12.375 37141
12.50 0.627505 0.0287341 0.0402579 12.375 12.625 20556
12.75 0.765136 0.0310437 0.0390074 12.625 12.875 11083
13.00 0.868645 0.028769 0.0334989 12.875 13.125 5763
13.25 0.930676 0.0163462 0.0255817 13.125 13.375 2885
13.50 0.951238 0.0105026 0.0135034 13.375 13.625 1333
13.75 0.966942 0.00325656 0.00171036 13.625 13.875 605
14.00 0.986175 0.00460827 0 13.875 14.125 217
14.25 0.934426 0.0327868 0 14.125 14.375 61
14.50 1 0 0 14.375 14.625 11
14.75 1 0 0 14.625 14.875 2
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
