#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 31708
9.00 0 1.74383e-05 0 8.875 9.125 57344
9.25 7.24079e-06 1.08543e-05 1.49385e-09 9.125 9.375 276213
9.50 8.28706e-05 0.000303245 -5.09875e-06 9.375 9.625 1.1343e+06
9.75 0.000507256 0.00162685 -8.35233e-06 9.625 9.875 3.03792e+06
10.00 0.000347525 0.00103358 1.14263e-05 9.875 10.125 3.78965e+06
10.25 0.000544913 0.00093875 0.000235294 10.125 10.375 2.62427e+06
10.50 0.00206632 0.00257327 0.000835484 10.375 10.625 1.62802e+06
10.75 0.00689165 0.00642482 0.00209305 10.625 10.875 1.00223e+06
11.00 0.0187799 0.0114811 0.00446314 10.875 11.125 600803
11.25 0.0443045 0.0161643 0.00814528 11.125 11.375 348091
11.50 0.095663 0.0152716 0.0150711 11.375 11.625 201060
11.75 0.181806 0.0135167 0.0234719 11.625 11.875 115992
12.00 0.309406 0.00820982 0.0273399 11.875 12.125 66146
12.25 0.463208 0.0132401 0.0299017 12.125 12.375 37277
12.50 0.625422 0.0279987 0.0365272 12.375 12.625 20714
12.75 0.766187 0.0330635 0.0381117 12.625 12.875 11197
13.00 0.861435 0.0300507 0.0296677 12.875 13.125 5824
13.25 0.922127 0.0217242 0.0184335 13.125 13.375 2915
13.50 0.950401 0.0109409 0.0102115 13.375 13.625 1371
13.75 0.973856 0.0031175 0.00658941 13.625 13.875 612
14.00 0.982906 0 0 13.875 14.125 234
14.25 0.969697 0 0 14.125 14.375 66
14.50 1 0 0 14.375 14.625 11
14.75 1 0 0 14.625 14.875 2
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
