#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 3.50619e-05 0.000105181 1.22964e-09 8.625 8.875 28521
9.00 0 0 0 8.875 9.125 50660
9.25 4.14509e-06 1.24264e-05 2.43836e-09 9.125 9.375 241249
9.50 7.54249e-05 0.000150712 7.62614e-06 9.375 9.625 928075
9.75 0.000493351 0.00102253 5.453e-05 9.625 9.875 2.59856e+06
10.00 0.000604408 0.000709253 0.000190224 9.875 10.125 3.5754e+06
10.25 0.00123418 0.00117655 0.000619328 10.125 10.375 2.53366e+06
10.50 0.00383098 0.00290893 0.00131774 10.375 10.625 1.58106e+06
10.75 0.0117684 0.0072197 0.00293398 10.625 10.875 976000
11.00 0.0292798 0.0112096 0.00568727 10.875 11.125 594881
11.25 0.0622273 0.0137144 0.00867086 11.125 11.375 348079
11.50 0.117794 0.013366 0.0123167 11.375 11.625 203923
11.75 0.21217 0.011339 0.0194591 11.625 11.875 118617
12.00 0.334196 0.00726214 0.0230666 11.875 12.125 68801
12.25 0.479409 0.0131026 0.0270873 12.125 12.375 39557
12.50 0.632087 0.0239949 0.0290701 12.375 12.625 22190
12.75 0.756791 0.0275239 0.0310456 12.625 12.875 12479
13.00 0.858433 0.0247241 0.0230836 12.875 13.125 6753
13.25 0.920409 0.0180304 0.0146681 13.125 13.375 3518
13.50 0.939342 0.012417 0.00604707 13.375 13.625 1764
13.75 0.971014 0.0070343 0.0037418 13.625 13.875 828
14.00 0.965616 0.00556552 0.000198185 13.875 14.125 349
14.25 0.96063 0 0 14.125 14.375 127
14.50 0.969697 0 0.000946999 14.375 14.625 33
14.75 1 0 0 14.625 14.875 3
15.00 1 0 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
