#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0.000106097 0 8.625 8.875 28275
9.00 0 2.00381e-05 0 8.875 9.125 49904
9.25 8.4349e-06 4.21169e-06 4.22001e-06 9.125 9.375 237110
9.50 5.23625e-05 0.000141509 4.6396e-06 9.375 9.625 897589
9.75 0.000544756 0.000881195 0.000108517 9.625 9.875 2.50571e+06
10.00 0.000702828 0.000668711 0.000255309 9.875 10.125 3.52433e+06
10.25 0.00153005 0.00118798 0.000790203 10.125 10.375 2.51038e+06
10.50 0.0044035 0.00291116 0.0015241 10.375 10.625 1.56966e+06
10.75 0.0131041 0.0070122 0.00305863 10.625 10.875 969547
11.00 0.0319488 0.0109879 0.00593515 10.875 11.125 592823
11.25 0.0656639 0.012793 0.00856565 11.125 11.375 347360
11.50 0.124603 0.0119317 0.0128049 11.375 11.625 204248
11.75 0.217878 0.0110752 0.0177575 11.625 11.875 118906
12.00 0.340883 0.00696087 0.0219976 11.875 12.125 69144
12.25 0.48896 0.0126147 0.0285365 12.125 12.375 39946
12.50 0.634435 0.0219125 0.0269418 12.375 12.625 22442
12.75 0.760707 0.0281901 0.027074 12.625 12.875 12679
13.00 0.85182 0.0257075 0.0207729 12.875 13.125 6951
13.25 0.908765 0.0231097 0.0133331 13.125 13.375 3628
13.50 0.944959 0.0114204 0.0102475 13.375 13.625 1835
13.75 0.956522 0.0133779 0.00053978 13.625 13.875 897
14.00 0.978495 0 0.00822437 13.875 14.125 372
14.25 1 0 0 14.125 14.375 144
14.50 0.969697 0 0.032197 14.375 14.625 33
14.75 1 0 0 14.625 14.875 7
15.00 1 0 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
