#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 72122
9.00 0 0 0 8.875 9.125 126506
9.25 1.83308e-06 1.83264e-05 -1.83245e-06 9.125 9.375 545530
9.50 8.20013e-05 0.000664588 6.46665e-06 9.375 9.625 1.95119e+06
9.75 0.000464841 0.00295704 2.46041e-05 9.625 9.875 4.09387e+06
10.00 0.000265393 0.00195872 -1.62636e-05 9.875 10.125 4.0619e+06
10.25 9.33835e-05 0.000594106 0 10.125 10.375 2.69855e+06
10.50 0.000376102 0.00106667 0.000282261 10.375 10.625 1.66444e+06
10.75 0.00149217 0.00281157 0.00118849 10.625 10.875 1.00726e+06
11.00 0.00547116 0.00636922 0.00375647 10.875 11.125 570994
11.25 0.0172296 0.0113499 0.00979773 11.125 11.375 318116
11.50 0.0477775 0.0159787 0.0208549 11.375 11.625 176966
11.75 0.11036 0.0169747 0.0365245 11.625 11.875 97436
12.00 0.224513 0.0104552 0.0492175 11.875 12.125 52567
12.25 0.388859 0.00393248 0.0535243 12.125 12.375 27483
12.50 0.578329 0.0201857 0.0518762 12.375 12.625 14120
12.75 0.746441 0.0481989 0.0495299 12.625 12.875 6744
13.00 0.867699 0.0498831 0.038573 12.875 13.125 3099
13.25 0.926424 0.0300633 0.0205696 13.125 13.375 1264
13.50 0.973251 0.0102881 0.00411522 13.375 13.625 486
13.75 0.967949 0 0 13.625 13.875 156
14.00 0.931035 0 0 13.875 14.125 29
14.25 1 0 0 14.125 14.375 4
14.50 1 0 0 14.375 14.625 1
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
