#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 3.53469e-05 7.06901e-05 3.53469e-05 8.625 8.875 28291
9.00 1.99629e-05 1.99629e-05 1.99629e-05 8.875 9.125 50093
9.25 8.38986e-06 8.38233e-06 4.19697e-06 9.125 9.375 238383
9.50 5.52477e-05 0.000139214 5.77209e-06 9.375 9.625 905015
9.75 0.000530402 0.000947654 8.27811e-05 9.625 9.875 2.52827e+06
10.00 0.000674353 0.000673978 0.000243525 9.875 10.125 3.53673e+06
10.25 0.00143694 0.00118575 0.00073407 10.125 10.375 2.51646e+06
10.50 0.00423634 0.00286716 0.00144789 10.375 10.625 1.57235e+06
10.75 0.0127583 0.00692084 0.00292323 10.625 10.875 971366
11.00 0.0314119 0.0111785 0.00561811 10.875 11.125 593373
11.25 0.0650224 0.0127749 0.00872555 11.125 11.375 347511
11.50 0.123456 0.0117811 0.0128476 11.375 11.625 204242
11.75 0.217587 0.0109022 0.0188562 11.625 11.875 118826
12.00 0.337418 0.00779799 0.0206398 11.875 12.125 69113
12.25 0.484639 0.0134788 0.0266893 12.125 12.375 39842
12.50 0.635791 0.0219674 0.0279711 12.375 12.625 22380
12.75 0.765481 0.0265107 0.0283229 12.625 12.875 12596
13.00 0.852271 0.0262983 0.020525 12.875 13.125 6891
13.25 0.912451 0.0217776 0.014311 13.125 13.375 3598
13.50 0.947945 0.0104338 0.00938237 13.375 13.625 1825
13.75 0.961582 0.00670797 0.00225991 13.625 13.875 885
14.00 0.975207 0.00275481 0.000137389 13.875 14.125 363
14.25 0.985915 0 0 14.125 14.375 142
14.50 0.969697 0 0.000946999 14.375 14.625 33
14.75 1 0 0 14.625 14.875 7
15.00 1 0 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
