#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 216994
9.00 0 2.87908e-06 0 8.875 9.125 347327
9.25 0 2.52051e-06 0 9.125 9.375 1.1901e+06
9.50 8.97551e-07 1.58351e-05 2.99853e-07 9.375 9.625 3.34243e+06
9.75 2.63936e-06 3.19876e-05 0 9.625 9.875 4.54655e+06
10.00 2.36006e-06 2.83749e-05 -2.72295e-07 9.875 10.125 3.38975e+06
10.25 0 1.88251e-05 0 10.125 10.375 1.99112e+06
10.50 2.68208e-06 9.9569e-05 2.68208e-06 10.375 10.625 1.11854e+06
10.75 4.11282e-05 0.000379903 4.11282e-05 10.625 10.875 583541
11.00 0.000242599 0.00109404 0.000242599 10.875 11.125 296786
11.25 0.00138744 0.00289803 0.00138744 11.125 11.375 144150
11.50 0.00564753 0.00877078 0.00564753 11.375 11.625 67109
11.75 0.0211537 0.0211952 0.0211537 11.625 11.875 30113
12.00 0.0678358 0.0443807 0.0675172 11.875 12.125 12545
12.25 0.166252 0.0703828 0.16169 12.125 12.375 4824
12.50 0.333541 0.0858743 0.253267 12.375 12.625 1607
12.75 0.563715 0.233261 0.218143 12.625 12.875 463
13.00 0.752137 0.205128 0.145299 12.875 13.125 117
13.25 0.863636 0.136364 0.0909091 13.125 13.375 22
13.50 1 0 0 13.375 13.625 1
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
