#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 7.44131e-05 3.72065e-05 3.72065e-05 8.625 8.875 26877
9.00 2.08047e-05 0 1.73168e-09 8.875 9.125 48066
9.25 8.82149e-06 1.32273e-05 4.41269e-06 9.125 9.375 226719
9.50 8.88269e-05 8.83467e-05 3.26877e-05 9.375 9.625 833081
9.75 0.000672405 0.000579659 0.000235772 9.625 9.875 2.29326e+06
10.00 0.00113954 0.000551827 0.0005461 9.875 10.125 3.39349e+06
10.25 0.00246434 0.00102582 0.00129386 10.125 10.375 2.45096e+06
10.50 0.00671391 0.00274121 0.00252489 10.375 10.625 1.53919e+06
10.75 0.0178413 0.00682093 0.00398588 10.625 10.875 954079
11.00 0.0406125 0.0109183 0.00669619 10.875 11.125 586371
11.25 0.0790826 0.0111013 0.010079 11.125 11.375 346119
11.50 0.1411 0.00721329 0.0137405 11.375 11.625 204253
11.75 0.2328 0.00610729 0.0170632 11.625 11.875 119764
12.00 0.357187 0.00685793 0.0198731 11.875 12.125 70053
12.25 0.498527 0.0126955 0.0229909 12.125 12.375 40722
12.50 0.63841 0.0229869 0.0230032 12.375 12.625 23098
12.75 0.757521 0.0305002 0.01989 12.625 12.875 13197
13.00 0.85162 0.0283418 0.0191036 12.875 13.125 7346
13.25 0.904581 0.0209885 0.00948334 13.125 13.375 3951
13.50 0.945363 0.0102817 0.00448418 13.375 13.625 1995
13.75 0.950292 0.00673884 0.00210083 13.625 13.875 1026
14.00 0.968889 0.00215787 0.00229645 13.875 14.125 450
14.25 0.96875 0 0.00539923 14.125 14.375 192
14.50 0.951219 0 0.00250155 14.375 14.625 41
14.75 1 0 0 14.625 14.875 15
15.00 1 0 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
