#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 206619
9.00 0 0 0 8.875 9.125 332689
9.25 8.72898e-07 2.61835e-06 8.72898e-07 9.125 9.375 1.14561e+06
9.50 2.44353e-06 2.34825e-05 1.22319e-06 9.375 9.625 3.27395e+06
9.75 4.92269e-06 5.36964e-05 4.34267e-07 9.625 9.875 4.67224e+06
10.00 5.70709e-06 5.81834e-05 -5.58203e-07 9.875 10.125 3.50441e+06
10.25 4.78705e-07 2.83003e-05 1.06879e-08 10.125 10.375 2.08897e+06
10.50 5.01505e-06 0.000104149 5.01505e-06 10.375 10.625 1.1964e+06
10.75 5.34976e-05 0.0003824 5.34976e-05 10.625 10.875 635542
11.00 0.00031851 0.00128969 0.00031851 10.875 11.125 326520
11.25 0.00180993 0.0037104 0.00180993 11.125 11.375 161885
11.50 0.00764568 0.0086869 0.00764568 11.375 11.625 77037
11.75 0.0253025 0.0255388 0.0253025 11.625 11.875 35451
12.00 0.0746861 0.0417527 0.0739593 11.875 12.125 15130
12.25 0.190987 0.0568994 0.177494 12.125 12.375 6147
12.50 0.353324 0.0802262 0.229775 12.375 12.625 2151
12.75 0.579027 0.18845 0.200608 12.625 12.875 658
13.00 0.80829 0.150259 0.15544 12.875 13.125 193
13.25 0.857143 0.114286 0.0571429 13.125 13.375 35
13.50 1 0 0 13.375 13.625 4
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
