#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 3.05493e-05 0 8.625 8.875 32734
9.00 1.85567e-05 0 1.85567e-05 8.875 9.125 53889
9.25 8.60115e-05 2.57847e-05 6.88159e-05 9.125 9.375 232527
9.50 0.000271153 0.000157521 0.000242029 9.375 9.625 752344
9.75 0.00248232 0.000734807 0.00208417 9.625 9.875 1.94697e+06
10.00 0.00411582 0.00143957 0.00342533 9.875 10.125 2.98677e+06
10.25 0.00811824 0.00173299 0.00627985 10.125 10.375 2.27537e+06
10.50 0.017744 0.00335678 0.0112194 10.375 10.625 1.45277e+06
10.75 0.037846 0.00632667 0.0182783 10.625 10.875 905988
11.00 0.0713168 0.00972997 0.0259938 10.875 11.125 561116
11.25 0.119473 0.0104245 0.0308416 11.125 11.375 337366
11.50 0.189275 0.00826132 0.0332537 11.375 11.625 201220
11.75 0.281083 0.00470984 0.0276584 11.625 11.875 119929
12.00 0.395684 0.00851083 0.0236091 11.875 12.125 70665
12.25 0.513847 0.0268698 0.0257518 12.125 12.375 41489
12.50 0.635861 0.0503317 0.0250878 12.375 12.625 24249
12.75 0.744841 0.0589345 0.028429 12.625 12.875 14246
13.00 0.828039 0.0596412 0.0255374 12.875 13.125 7996
13.25 0.887315 0.0524765 0.0201445 13.125 13.375 4517
13.50 0.927746 0.0394198 0.0141298 13.375 13.625 2422
13.75 0.948072 0.0338601 0.0102193 13.625 13.875 1271
14.00 0.963376 0.0252421 0.00699455 13.875 14.125 628
14.25 0.979933 0.0100335 0.0304381 14.125 14.375 299
14.50 0.971963 0.0280374 0.0186916 14.375 14.625 107
14.75 0.951219 0.0487805 0.0243902 14.625 14.875 41
15.00 1 0 0 14.875 15.125 4
15.25 1 0 0 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
