#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 315542
9.00 0 0 0 8.875 9.125 477628
9.25 0 0 0 9.125 9.375 1.25656e+06
9.50 0 4.28576e-07 0 9.375 9.625 2.33171e+06
9.75 0 8.58734e-07 0 9.625 9.875 2.3372e+06
10.00 0 2.01947e-06 0 9.875 10.125 1.49528e+06
10.25 0 1.01605e-05 0 10.125 10.375 782215
10.50 0 3.91954e-05 0 10.375 10.625 361552
10.75 0 0.000149583 0 10.625 10.875 159830
11.00 0 0.000513231 0 10.875 11.125 66022
11.25 3.95601e-05 0.00149993 3.95601e-05 11.125 11.375 25278
11.50 0.000231777 0.00451799 0.000231777 11.375 11.625 8629
11.75 0.00195008 0.0109204 0.00195008 11.625 11.875 2564
12.00 0.00286123 0.037196 0.00286123 11.875 12.125 699
12.25 0.0238095 0.111111 0.0238095 12.125 12.375 126
12.50 0 0.296296 0 12.375 12.625 27
12.75 0.4 0.6 0.4 12.625 12.875 5
13.00 0 0 0 12.875 13.125 0
13.25 0 0 0 13.125 13.375 0
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
