#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 2.69469e-05 0 8.625 8.875 37110
9.00 1.49379e-05 -6.69388e-10 6.69388e-10 8.875 9.125 66944
9.25 1.24642e-05 9.34194e-06 3.12044e-06 9.125 9.375 320920
9.50 0.000108515 0.000417839 1.3864e-06 9.375 9.625 1.29936e+06
9.75 0.000534611 0.00238667 -3.98757e-06 9.625 9.875 3.28276e+06
10.00 0.000327633 0.00136702 -2.29507e-05 9.875 10.125 3.8885e+06
10.25 0.000337995 0.000837258 0.000101858 10.125 10.375 2.66572e+06
10.50 0.00136665 0.00237619 0.000614679 10.375 10.625 1.64929e+06
10.75 0.00497022 0.00599623 0.00195021 10.625 10.875 1.01364e+06
11.00 0.0144401 0.0106171 0.00442473 10.875 11.125 599856
11.25 0.0359109 0.0163141 0.00849019 11.125 11.375 344881
11.50 0.0827709 0.0180601 0.0171321 11.375 11.625 198379
11.75 0.165326 0.0143126 0.0249397 11.625 11.875 112965
12.00 0.290269 0.00686681 0.0315008 11.875 12.125 64020
12.25 0.446754 0.0109602 0.0321583 12.125 12.375 35552
12.50 0.620743 0.0275867 0.043036 12.375 12.625 19554
12.75 0.766973 0.0328514 0.0412455 12.625 12.875 10222
13.00 0.862265 0.0331346 0.0346267 12.875 13.125 5271
13.25 0.925561 0.0202457 0.0237086 13.125 13.375 2539
13.50 0.954506 0.0101792 0.0128756 13.375 13.625 1165
13.75 0.963124 0.00201797 0.00242496 13.625 13.875 461
14.00 0.954802 0 0 13.875 14.125 177
14.25 0.942857 0.0285714 0 14.125 14.375 35
14.50 1 0 0 14.375 14.625 6
14.75 1 0 0 14.625 14.875 2
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
