#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 8.45616e-06 0 8.625 8.875 118257
9.00 5.02591e-06 1.50773e-05 7.59428e-11 8.875 9.125 198969
9.25 5.14651e-06 2.7014e-05 6.22549e-10 9.125 9.375 777225
9.50 4.57265e-05 0.000491932 4.92487e-06 9.375 9.625 2.49308e+06
9.75 0.000171123 0.00161447 9.36395e-06 9.625 9.875 4.60488e+06
10.00 0.000131497 0.00120838 -2.07915e-06 9.875 10.125 3.98487e+06
10.25 3.87812e-05 0.000444602 4.41876e-07 10.125 10.375 2.57857e+06
10.50 0.000107672 0.000412621 9.5752e-05 10.375 10.625 1.58816e+06
10.75 0.000566763 0.00127427 0.000552088 10.625 10.875 933370
11.00 0.00233919 0.00332049 0.00219811 10.875 11.125 512570
11.25 0.0088637 0.00814648 0.00777281 11.125 11.375 277198
11.50 0.0275569 0.0150298 0.0210686 11.375 11.625 148892
11.75 0.0760631 0.0210582 0.0504685 11.625 11.875 78448
12.00 0.174915 0.0177429 0.0820244 11.875 12.125 39905
12.25 0.327094 0.0135305 0.0905788 12.125 12.375 19554
12.50 0.527034 0.032212 0.0832197 12.375 12.625 9155
12.75 0.725089 0.0723351 0.0678518 12.625 12.875 3954
13.00 0.85283 0.0716506 0.0448956 12.875 13.125 1590
13.25 0.903986 0.0416667 0.0217391 13.125 13.375 552
13.50 0.981707 0.00609756 0.0182927 13.375 13.625 164
13.75 0.970588 0 0 13.625 13.875 34
14.00 1 0 0 13.875 14.125 4
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
