#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 2.30123e-05 2.30123e-05 2.30123e-05 8.625 8.875 43455
9.00 1.53567e-05 1.53638e-05 1.53567e-05 8.875 9.125 65118
9.25 0.000134309 4.59829e-05 0.000126636 9.125 9.375 260594
9.50 0.000453997 0.000327291 0.000424224 9.375 9.625 768728
9.75 0.00346749 0.00147765 0.00313166 9.625 9.875 1.89734e+06
10.00 0.00548359 0.00185608 0.00486632 9.875 10.125 2.90284e+06
10.25 0.0103966 0.00288402 0.00854916 10.125 10.375 2.23516e+06
10.50 0.0214095 0.00545505 0.0150946 10.375 10.625 1.43217e+06
10.75 0.043445 0.00879249 0.0242503 10.625 10.875 894511
11.00 0.0781248 0.0142458 0.0324485 10.875 11.125 553896
11.25 0.127555 0.0148115 0.038941 11.125 11.375 334468
11.50 0.19787 0.0157302 0.0378724 11.375 11.625 200030
11.75 0.285336 0.0137878 0.0258315 11.625 11.875 119368
12.00 0.390927 0.0236537 0.01252 11.875 12.125 70407
12.25 0.50305 0.0533543 0.0136546 12.125 12.375 41475
12.50 0.621096 0.0818297 0.0151609 12.375 12.625 24431
12.75 0.715629 0.0994311 0.00883496 12.625 12.875 14358
13.00 0.798474 0.096846 0.0044893 12.875 13.125 8128
13.25 0.846572 0.0952529 -0.000393331 13.125 13.375 4595
13.50 0.897951 0.0739929 -0.00753558 13.375 13.625 2489
13.75 0.924458 0.055438 -0.00480509 13.625 13.875 1337
14.00 0.899381 0.0880603 -0.014277 13.875 14.125 646
14.25 0.931464 0.0529595 -0.011932 14.125 14.375 321
14.50 0.938462 0.0615385 -0.00769228 14.375 14.625 130
14.75 0.906977 0.0930232 -0.0232558 14.625 14.875 43
15.00 1 0 0 14.875 15.125 6
15.25 1 0 0 15.125 15.375 2
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
