#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.34135e-05 1.34135e-05 1.34135e-05 8.625 8.875 74552
9.00 7.59284e-06 0 1.15506e-10 8.875 9.125 131703
9.25 5.36491e-06 1.96683e-05 1.78773e-06 9.125 9.375 559189
9.50 8.44219e-05 0.000656733 3.34706e-06 9.375 9.625 1.99000e+06
9.75 0.000454178 0.00289874 9.34917e-06 9.625 9.875 4.13495e+06
10.00 0.000257548 0.00196531 -1.54994e-05 9.875 10.125 4.06137e+06
10.25 8.86884e-05 0.000614805 -5.73734e-06 10.125 10.375 2.69483e+06
10.50 0.000336362 0.00101527 0.000264103 10.375 10.625 1.6619e+06
10.75 0.0014155 0.00267011 0.00114762 10.625 10.875 1.00459e+06
11.00 0.0051491 0.00592417 0.00371759 10.875 11.125 567866
11.25 0.0166911 0.0107289 0.00992774 11.125 11.375 315677
11.50 0.0458893 0.015317 0.0207908 11.375 11.625 175531
11.75 0.107991 0.0177586 0.0384165 11.625 11.875 96369
12.00 0.222267 0.0110635 0.0505994 11.875 12.125 51771
12.25 0.38972 0.00333577 0.0602129 12.125 12.375 26927
12.50 0.573904 0.0217508 0.0506737 12.375 12.625 13795
12.75 0.738598 0.0525585 0.0487218 12.625 12.875 6534
13.00 0.863055 0.0550163 0.0342142 12.875 13.125 2972
13.25 0.930442 0.0270049 0.0194942 13.125 13.375 1222
13.50 0.966741 0.0133038 0.00877595 13.375 13.625 451
13.75 0.978417 0 0 13.625 13.875 139
14.00 0.923077 0 0 13.875 14.125 26
14.25 1 0 0 14.125 14.375 4
14.50 1 0 0 14.375 14.625 1
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
