#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 3.77294e-05 3.7728e-05 3.77294e-05 8.625 8.875 53009
9.00 1.35285e-05 0.000108226 1.35285e-05 8.875 9.125 73918
9.25 0.00012917 0.00015777 0.000125583 9.125 9.375 278703
9.50 0.000509794 0.000382358 0.00048795 9.375 9.625 778746
9.75 0.00376139 0.00195598 0.00344543 9.625 9.875 1.87803e+06
10.00 0.00615384 0.00221435 0.00557622 9.875 10.125 2.86975e+06
10.25 0.0115278 0.00359214 0.00970877 10.125 10.375 2.21828e+06
10.50 0.0230851 0.00621075 0.0170079 10.375 10.625 1.42378e+06
10.75 0.0457723 0.00976659 0.0262349 10.625 10.875 890124
11.00 0.0822892 0.0150493 0.0357342 10.875 11.125 550801
11.25 0.131751 0.0170855 0.0426843 11.125 11.375 333197
11.50 0.201361 0.0172218 0.0413873 11.375 11.625 199473
11.75 0.291274 0.0130725 0.0295308 11.625 11.875 119149
12.00 0.392557 0.0244844 0.0154389 11.875 12.125 70344
12.25 0.504281 0.0554075 0.0167668 12.125 12.375 41463
12.50 0.617946 0.0880284 0.0133711 12.375 12.625 24473
12.75 0.710972 0.108305 0.0101321 12.625 12.875 14400
13.00 0.799561 0.0995753 0.00798464 12.875 13.125 8197
13.25 0.847406 0.10242 -0.000343978 13.125 13.375 4607
13.50 0.880223 0.0864041 -0.00749505 13.375 13.625 2513
13.75 0.917839 0.0644622 -0.0108886 13.625 13.875 1351
14.00 0.922619 0.0654939 -0.0143179 13.875 14.125 672
14.25 0.942073 0.0457317 -0.00593907 14.125 14.375 328
14.50 0.961538 0.0384616 0 14.375 14.625 130
14.75 0.938776 0.0408163 -0.0204082 14.625 14.875 49
15.00 1 0 0 14.875 15.125 6
15.25 0.5 0.5 0 15.125 15.375 2
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
