#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 5.86906e-05 2.93453e-05 5.86906e-05 8.625 8.875 34077
9.00 3.61788e-05 1.80943e-05 3.61788e-05 8.875 9.125 55281
9.25 8.88682e-05 5.91853e-05 7.19483e-05 9.125 9.375 236305
9.50 0.000281228 0.000146105 0.000254797 9.375 9.625 753838
9.75 0.00263158 0.0008488 0.00224772 9.625 9.875 1.93952e+06
10.00 0.00431503 0.00144982 0.003639 9.875 10.125 2.97379e+06
10.25 0.00835935 0.00181722 0.00654953 10.125 10.375 2.2692e+06
10.50 0.018132 0.00353145 0.0115715 10.375 10.625 1.44981e+06
10.75 0.0384429 0.00687267 0.0188368 10.625 10.875 904093
11.00 0.0722472 0.0101403 0.0270511 10.875 11.125 560174
11.25 0.120454 0.0116248 0.0325882 11.125 11.375 336926
11.50 0.189777 0.0104188 0.033399 11.375 11.625 201004
11.75 0.280479 0.00632796 0.0273682 11.625 11.875 119863
12.00 0.393786 0.011552 0.021092 11.875 12.125 70584
12.25 0.509046 0.0321112 0.0216624 12.125 12.375 41509
12.50 0.631479 0.0555965 0.0207434 12.375 12.625 24270
12.75 0.738577 0.0664644 0.0234517 12.625 12.875 14291
13.00 0.827423 0.0630088 0.0198174 12.875 13.125 8008
13.25 0.877699 0.0616546 0.0154014 13.125 13.375 4538
13.50 0.92689 0.0403234 0.0118189 13.375 13.625 2421
13.75 0.939158 0.042603 0.0064044 13.625 13.875 1282
14.00 0.952077 0.0367412 0.00479233 13.875 14.125 626
14.25 0.964052 0.0261438 0.0166838 14.125 14.375 306
14.50 0.972222 0.0185185 0 14.375 14.625 108
14.75 1 0 0.0238096 14.625 14.875 42
15.00 0.8 0.2 0 14.875 15.125 5
15.25 1 0 0 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
