#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 3.35593e-05 0 8.625 8.875 29798
9.00 3.99792e-05 -2.39743e-09 3.99792e-05 8.875 9.125 50026
9.25 5.84041e-05 1.79431e-05 4.49309e-05 9.125 9.375 222587
9.50 0.000206386 8.60792e-05 0.000178511 9.375 9.625 751021
9.75 0.0020519 0.000599017 0.00159789 9.625 9.875 1.98061e+06
10.00 0.00345772 0.00101881 0.00272715 9.875 10.125 3.04218e+06
10.25 0.00686401 0.00167875 0.00497288 10.125 10.375 2.30055e+06
10.50 0.0153914 0.00287735 0.0089623 10.375 10.625 1.46543e+06
10.75 0.0339718 0.00485688 0.0145042 10.625 10.875 912934
11.00 0.06586 0.00782518 0.0202399 10.875 11.125 565184
11.25 0.113148 0.00715408 0.0263837 11.125 11.375 339079
11.50 0.181943 0.0071971 0.02841 11.375 11.625 201959
11.75 0.274936 0.00436702 0.025866 11.625 11.875 120137
12.00 0.392575 0.00770631 0.021835 11.875 12.125 70705
12.25 0.51253 0.0219954 0.0235456 12.125 12.375 41422
12.50 0.634923 0.0429499 0.0241223 12.375 12.625 24173
12.75 0.7469 0.053913 0.0277031 12.625 12.875 14113
13.00 0.833879 0.051064 0.0244137 12.875 13.125 7946
13.25 0.891245 0.0430775 0.0239987 13.125 13.375 4432
13.50 0.94426 0.021588 0.0188358 13.375 13.625 2404
13.75 0.954656 0.0256559 0.010617 13.625 13.875 1235
14.00 0.956811 0.0249472 0.00865012 13.875 14.125 602
14.25 0.964539 0.0318768 0.00368488 14.125 14.375 282
14.50 0.968085 0.0319149 0.0106383 14.375 14.625 94
14.75 0.972222 0.0277778 0 14.625 14.875 36
15.00 1 0 0 14.875 15.125 3
15.25 1 0 0 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
