#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.18696e-05 0 2.81943e-10 8.625 8.875 84249
9.00 0 6.86582e-06 0 8.875 9.125 145647
9.25 3.29883e-06 1.3193e-05 5.60249e-10 9.125 9.375 606276
9.50 7.97243e-05 0.000672145 6.74379e-07 9.375 9.625 2.10726e+06
9.75 0.00039382 0.00265407 1.61421e-05 9.625 9.875 4.26083e+06
10.00 0.000235947 0.00185413 -7.27363e-07 9.875 10.125 4.05599e+06
10.25 8.10098e-05 0.000600872 0 10.125 10.375 2.67869e+06
10.50 0.000266445 0.000737741 0.0002225 10.375 10.625 1.65137e+06
10.75 0.00114361 0.00201642 0.000977197 10.625 10.875 993342
11.00 0.0042664 0.00488005 0.0032085 10.875 11.125 557848
11.25 0.0144309 0.00993366 0.00940071 11.125 11.375 307743
11.50 0.0409039 0.0151994 0.0220777 11.375 11.625 170204
11.75 0.102108 0.0179501 0.0434083 11.625 11.875 92637
12.00 0.21002 0.0125819 0.056087 11.875 12.125 49162
12.25 0.369479 0.00383371 0.0634091 12.125 12.375 25333
12.50 0.562141 0.0236654 0.0576577 12.375 12.625 12705
12.75 0.743931 0.0500429 0.052621 12.625 12.875 5932
13.00 0.857476 0.0597737 0.0435674 12.875 13.125 2575
13.25 0.935176 0.0238322 0.0171592 13.125 13.375 1049
13.50 0.967655 0.00539082 0.00539082 13.375 13.625 371
13.75 0.972727 0.0090909 0 13.625 13.875 110
14.00 0.9375 0 0 13.875 14.125 16
14.25 1 0 0 14.125 14.375 3
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
