#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.98673e-05 1.98673e-05 1.98673e-05 8.625 8.875 50334
9.00 7.03304e-05 -1.97906e-09 7.03304e-05 8.875 9.125 71093
9.25 0.000128049 7.6751e-05 0.000120735 9.125 9.375 273332
9.50 0.000523373 0.000403314 0.000497644 9.375 9.625 775737
9.75 0.00371768 0.00178997 0.00338969 9.625 9.875 1.88451e+06
10.00 0.00587053 0.00204805 0.00528553 9.875 10.125 2.88049e+06
10.25 0.0111902 0.00322818 0.00937745 10.125 10.375 2.22382e+06
10.50 0.0225637 0.0058899 0.0163348 10.375 10.625 1.42672e+06
10.75 0.0448389 0.00929636 0.0256189 10.625 10.875 891548
11.00 0.081108 0.0144895 0.0348022 10.875 11.125 551820
11.25 0.131088 0.0158181 0.0419785 11.125 11.375 333639
11.50 0.199973 0.0163265 0.0393668 11.375 11.625 199672
11.75 0.289888 0.0121911 0.029076 11.625 11.875 119291
12.00 0.394276 0.0246297 0.0144638 11.875 12.125 70334
12.25 0.50362 0.0541075 0.0126557 12.125 12.375 41438
12.50 0.620684 0.0848662 0.0144883 12.375 12.625 24502
12.75 0.716743 0.102485 0.0110909 12.625 12.875 14358
13.00 0.801002 0.0984647 0.00605309 12.875 13.125 8181
13.25 0.853247 0.0909443 0.0034107 13.125 13.375 4620
13.50 0.886172 0.0821262 -0.0102954 13.375 13.625 2495
13.75 0.907807 0.0735087 -0.0138211 13.625 13.875 1345
14.00 0.910606 0.0742882 -0.0179653 13.875 14.125 660
14.25 0.926829 0.060863 -0.0207016 14.125 14.375 328
14.50 0.976923 0.023077 -0.00769234 14.375 14.625 130
14.75 0.957447 0.0425532 -0.0212766 14.625 14.875 47
15.00 0.833333 0.166667 -0.166667 14.875 15.125 6
15.25 0.5 0.5 -0.5 15.125 15.375 2
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
