#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 3.33812e-05 0 8.625 8.875 29957
9.00 3.71416e-05 0 1.37879e-09 8.875 9.125 53848
9.25 3.89155e-06 1.55541e-05 1.48384e-09 9.125 9.375 256967
9.50 7.5102e-05 0.000245942 0 9.375 9.625 1.03859e+06
9.75 0.00048363 0.0013855 4.03234e-07 9.625 9.875 2.86169e+06
10.00 0.000432381 0.000894596 5.71338e-05 9.875 10.125 3.70969e+06
10.25 0.000760485 0.0010874 0.000360043 10.125 10.375 2.59045e+06
10.50 0.00264786 0.00289043 0.000960644 10.375 10.625 1.61036e+06
10.75 0.00852151 0.00713564 0.00238268 10.625 10.875 992899
11.00 0.0219462 0.0119492 0.00477085 10.875 11.125 599465
11.25 0.0512616 0.0146909 0.00878329 11.125 11.375 348682
11.50 0.104744 0.0143363 0.0141908 11.375 11.625 202523
11.75 0.192726 0.0123347 0.0228409 11.625 11.875 117426
12.00 0.318261 0.00742 0.0271896 11.875 12.125 67297
12.25 0.474187 0.0133264 0.028014 12.125 12.375 38333
12.50 0.624206 0.0290189 0.0305823 12.375 12.625 21416
12.75 0.765092 0.031947 0.0338666 12.625 12.875 11745
13.00 0.865846 0.0272965 0.0281038 12.875 13.125 6172
13.25 0.912824 0.0222823 0.0155743 13.125 13.375 3166
13.50 0.959091 0.00696653 0.00983912 13.375 13.625 1540
13.75 0.963977 0.0027861 0.00154918 13.625 13.875 694
14.00 0.970037 0.00374532 0 13.875 14.125 267
14.25 0.968421 0.0105263 0 14.125 14.375 95
14.50 1 0 0 14.375 14.625 16
14.75 1 0 0 14.625 14.875 3
15.00 1 0 0 14.875 15.125 1
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
