#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 221861
9.00 0 0 0 8.875 9.125 355697
9.25 8.23083e-07 8.22835e-07 8.23083e-07 9.125 9.375 1.21494e+06
9.50 1.48531e-06 1.48325e-05 1.1883e-06 9.375 9.625 3.3663e+06
9.75 2.90873e-06 2.18425e-05 9.00588e-07 9.625 9.875 4.4693e+06
10.00 2.10409e-06 2.20485e-05 3.08169e-07 9.875 10.125 3.32686e+06
10.25 5.1657e-07 2.06459e-05 5.1657e-07 10.125 10.375 1.93585e+06
10.50 3.71873e-06 9.65517e-05 3.71873e-06 10.375 10.625 1.07564e+06
10.75 3.05185e-05 0.000372651 3.05185e-05 10.625 10.875 557039
11.00 0.000195916 0.00107307 0.000195916 10.875 11.125 280733
11.25 0.00100656 0.00304156 0.00100656 11.125 11.375 135113
11.50 0.00485226 0.00810301 0.00485226 11.375 11.625 62239
11.75 0.0192779 0.0210787 0.0192779 11.625 11.875 27337
12.00 0.0608827 0.0419451 0.0607941 11.875 12.125 11284
12.25 0.158093 0.0664878 0.155499 12.125 12.375 4238
12.50 0.318283 0.080681 0.251665 12.375 12.625 1351
12.75 0.574026 0.18961 0.257143 12.625 12.875 385
13.00 0.782609 0.184783 0.228261 12.875 13.125 92
13.25 0.941176 0.0588235 0.176471 13.125 13.375 17
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
