#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 6.92329e-05 -2.39379e-09 2.39379e-09 8.625 8.875 28888
9.00 0 1.94867e-05 0 8.875 9.125 51315
9.25 0 1.21586e-05 0 9.125 9.375 246658
9.50 7.55978e-05 0.000193496 5.46432e-06 9.375 9.625 965636
9.75 0.000485907 0.00117701 4.04281e-05 9.625 9.875 2.69805e+06
10.00 0.000506677 0.000754112 0.000121344 9.875 10.125 3.62755e+06
10.25 0.00101339 0.00105371 0.000477512 10.125 10.375 2.55675e+06
10.50 0.0032949 0.00285224 0.00117598 10.375 10.625 1.59307e+06
10.75 0.0103732 0.00750026 0.00273391 10.625 10.875 982725
11.00 0.0259833 0.0112953 0.00522707 10.875 11.125 596846
11.25 0.0578401 0.0138858 0.00869248 11.125 11.375 348288
11.50 0.112258 0.014116 0.0131655 11.375 11.625 203566
11.75 0.204122 0.0121195 0.0196558 11.625 11.875 118302
12.00 0.330671 0.00780559 0.0251199 11.875 12.125 68243
12.25 0.479186 0.0127522 0.0294246 12.125 12.375 39156
12.50 0.631164 0.0242035 0.0310206 12.375 12.625 21942
12.75 0.762726 0.030296 0.0342045 12.625 12.875 12180
13.00 0.858994 0.0248492 0.0269733 12.875 13.125 6560
13.25 0.916006 0.0162324 0.0201971 13.125 13.375 3405
13.50 0.947527 0.00847042 0.00829732 13.375 13.625 1658
13.75 0.975672 0.00253296 0.00512159 13.625 13.875 781
14.00 0.977707 0.00312364 0.00334805 13.875 14.125 314
14.25 0.973684 0 0 14.125 14.375 114
14.50 1 0 0 14.375 14.625 25
14.75 1 0 0 14.625 14.875 3
15.00 1 0 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
