#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 3.27557e-05 3.27536e-05 1.0732e-09 8.625 8.875 30529
9.00 0 1.83284e-05 0 8.875 9.125 54559
9.25 1.14534e-05 1.14499e-05 5.9872e-09 9.125 9.375 261932
9.50 7.40316e-05 0.000273161 -3.72971e-06 9.375 9.625 1.06711e+06
9.75 0.000486058 0.00145531 -3.73097e-06 9.625 9.875 2.9194e+06
10.00 0.000393387 0.000892946 4.80613e-05 9.875 10.125 3.73678e+06
10.25 0.000705699 0.00106037 0.000332465 10.125 10.375 2.60168e+06
10.50 0.00242695 0.00280456 0.000905619 10.375 10.625 1.61644e+06
10.75 0.00795952 0.00709625 0.0022423 10.625 10.875 995914
11.00 0.0210882 0.0118904 0.0045933 10.875 11.125 600383
11.25 0.0487972 0.0149261 0.00815073 11.125 11.375 348606
11.50 0.101542 0.0150974 0.0139363 11.375 11.625 201995
11.75 0.188325 0.0132065 0.0232295 11.625 11.875 117085
12.00 0.315715 0.00735828 0.0282509 11.875 12.125 66899
12.25 0.471864 0.0141617 0.0271997 12.125 12.375 37994
12.50 0.629086 0.0264117 0.0348382 12.375 12.625 21172
12.75 0.765939 0.0302519 0.0388839 12.625 12.875 11591
13.00 0.866821 0.0279509 0.0282706 12.875 13.125 6052
13.25 0.919339 0.0180392 0.0182688 13.125 13.375 3087
13.50 0.959973 0.00998664 0.00461024 13.375 13.625 1499
13.75 0.971429 0.00447506 0.00476193 13.625 13.875 665
14.00 0.97992 0.00401604 0.00401604 13.875 14.125 249
14.25 0.977012 0 0 14.125 14.375 87
14.50 1 0 0 14.375 14.625 13
14.75 1 0 0 14.625 14.875 2
15.00 1 0 0 14.875 15.125 1
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
