#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 6.33886e-06 0 8.625 8.875 157757
9.00 3.86959e-06 1.16087e-05 1.50067e-11 8.875 9.125 258425
9.25 2.10341e-06 2.20827e-05 2.47837e-10 9.125 9.375 950838
9.50 2.24145e-05 0.000186876 4.92596e-06 9.375 9.625 2.85529e+06
9.75 5.79911e-05 0.000542174 6.88495e-06 9.625 9.875 4.79384e+06
10.00 4.31477e-05 0.000468372 1.33118e-06 9.875 10.125 3.84725e+06
10.25 1.57173e-05 0.000159533 6.1021e-06 10.125 10.375 2.41772e+06
10.50 4.0812e-05 0.000193509 3.94831e-05 10.375 10.625 1.47016e+06
10.75 0.000244151 0.000655772 0.000242961 10.625 10.875 835550
11.00 0.0011674 0.00228219 0.00116295 10.875 11.125 448003
11.25 0.00506939 0.00591289 0.0050033 11.125 11.375 236123
11.50 0.0173344 0.0147376 0.0166265 11.375 11.625 121781
11.75 0.053732 0.0227379 0.0481273 11.625 11.875 61267
12.00 0.132246 0.0326439 0.0989632 11.875 12.125 29740
12.25 0.275262 0.0238366 0.140704 12.125 12.375 13380
12.50 0.465667 0.0595751 0.120423 12.375 12.625 5869
12.75 0.674038 0.114645 0.117647 12.625 12.875 2261
13.00 0.835079 0.0929319 0.0693718 12.875 13.125 764
13.25 0.917749 0.04329 0.021645 13.125 13.375 231
13.50 0.948276 0.0172414 0.0172414 13.375 13.625 58
13.75 1 0 0 13.625 13.875 4
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
