#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 28063
9.00 0 0 0 8.875 9.125 49459
9.25 0 4.27864e-06 0 9.125 9.375 233695
9.50 5.92716e-05 0.000122208 4.70812e-06 9.375 9.625 877317
9.75 0.000550434 0.000743998 0.000123679 9.625 9.875 2.44171e+06
10.00 0.000825851 0.000622074 0.000342065 9.875 10.125 3.4861e+06
10.25 0.00177949 0.00121009 0.000886278 10.125 10.375 2.49341e+06
10.50 0.00495145 0.00281233 0.00177594 10.375 10.625 1.56076e+06
10.75 0.0143256 0.00694584 0.00327498 10.625 10.875 964848
11.00 0.0339219 0.0112491 0.00596506 10.875 11.125 591034
11.25 0.0690806 0.0125966 0.00840187 11.125 11.375 346827
11.50 0.12871 0.00971486 0.0128935 11.375 11.625 204281
11.75 0.222372 0.00965784 0.0187847 11.625 11.875 119044
12.00 0.346246 0.00630754 0.0212558 11.875 12.125 69413
12.25 0.494646 0.0128208 0.0261045 12.125 12.375 40158
12.50 0.637238 0.0243195 0.0279406 12.375 12.625 22654
12.75 0.761998 0.0282352 0.0246443 12.625 12.875 12794
13.00 0.844757 0.029664 0.0181636 12.875 13.125 7105
13.25 0.908672 0.0174173 0.0149735 13.125 13.375 3690
13.50 0.937203 0.0149273 0.00474936 13.375 13.625 1895
13.75 0.955272 0.00647128 0.003093 13.625 13.875 939
14.00 0.976864 0 0.00787151 13.875 14.125 389
14.25 0.981481 0 0.000115037 14.125 14.375 162
14.50 0.96875 0 0.00208336 14.375 14.625 32
14.75 1 0 0 14.625 14.875 9
15.00 1 0 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
