#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 87595
9.00 0 6.65845e-06 0 8.875 9.125 150185
9.25 1.60421e-06 1.44348e-05 2.05887e-10 9.125 9.375 623359
9.50 7.63309e-05 0.00062627 2.57973e-06 9.375 9.625 2.14854e+06
9.75 0.00036516 0.00253022 2.82732e-06 9.625 9.875 4.30222e+06
10.00 0.000227036 0.00179782 0 9.875 10.125 4.05221e+06
10.25 7.82538e-05 0.00057292 5.80808e-06 10.125 10.375 2.6708e+06
10.50 0.000236124 0.000645879 0.000195283 10.375 10.625 1.64744e+06
10.75 0.00106515 0.00175739 0.000920181 10.625 10.875 988589
11.00 0.0040588 0.00494492 0.0031432 10.875 11.125 553858
11.25 0.0138678 0.0095535 0.00943764 11.125 11.375 305096
11.50 0.0389231 0.0155384 0.022486 11.375 11.625 168152
11.75 0.0992841 0.0176411 0.0434597 11.625 11.875 91354
12.00 0.208004 0.0129977 0.0595811 11.875 12.125 48249
12.25 0.368353 0.00379536 0.06993 12.125 12.375 24710
12.50 0.555988 0.0244139 0.0587693 12.375 12.625 12342
12.75 0.736567 0.0608554 0.0527688 12.625 12.875 5732
13.00 0.856217 0.0575481 0.0417925 12.875 13.125 2469
13.25 0.935484 0.0222201 0.011165 13.125 13.375 992
13.50 0.965517 0.00574714 0.0114942 13.375 13.625 348
13.75 0.989583 0 0.0104166 13.625 13.875 96
14.00 1 0 0 13.875 14.125 17
14.25 1 0 0 14.125 14.375 1
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
