#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 0 0 8.625 8.875 316747
9.00 0 0 0 8.875 9.125 487827
9.25 0 0 0 9.125 9.375 1.31704e+06
9.50 0 3.98813e-07 0 9.375 9.625 2.50770e+06
9.75 0 3.88542e-07 0 9.625 9.875 2.56894e+06
10.00 0 3.57026e-06 0 9.875 10.125 1.67312e+06
10.25 0 1.68121e-05 0 10.125 10.375 885983
10.50 0 7.59873e-05 0 10.375 10.625 418455
10.75 0 0.000205812 0 10.625 10.875 188435
11.00 1.25375e-05 0.000424586 1.25375e-05 10.875 11.125 79761
11.25 3.19397e-05 0.00191166 3.19397e-05 11.125 11.375 31309
11.50 0.000444286 0.00559425 0.000444286 11.375 11.625 11254
11.75 0.00113928 0.0148106 0.00113928 11.625 11.875 3511
12.00 0.0111902 0.0356053 0.0111902 11.875 12.125 983
12.25 0.028436 0.109005 0.028436 12.125 12.375 211
12.50 0.0512821 0.307692 0.0512821 12.375 12.625 39
12.75 0.25 0.25 0.25 12.625 12.875 8
13.00 0 0 0 12.875 13.125 0
13.25 0 0 0 13.125 13.375 0
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
