#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 3.36214e-05 0 8.625 8.875 29743
9.00 1.87413e-05 1.87399e-05 7.0213e-10 8.875 9.125 53358
9.25 0 1.17683e-05 0 9.125 9.375 254776
9.50 8.39469e-05 0.000239575 9.47774e-07 9.375 9.625 1.02446e+06
9.75 0.000481822 0.00135983 1.25814e-05 9.625 9.875 2.833e+06
10.00 0.000461526 0.00088643 6.48585e-05 9.875 10.125 3.69643e+06
10.25 0.000790366 0.00104227 0.00037773 10.125 10.375 2.58488e+06
10.50 0.00272132 0.00282347 0.00102362 10.375 10.625 1.60768e+06
10.75 0.00877199 0.00685058 0.00252776 10.625 10.875 991223
11.00 0.0225498 0.0120676 0.004992 10.875 11.125 599162
11.25 0.0523263 0.0146685 0.00855848 11.125 11.375 348639
11.50 0.106676 0.0137533 0.0144905 11.375 11.625 202680
11.75 0.193963 0.0124142 0.022425 11.625 11.875 117713
12.00 0.320863 0.00776398 0.026404 11.875 12.125 67465
12.25 0.476044 0.0145945 0.0265246 12.125 12.375 38467
12.50 0.628096 0.0252502 0.0329788 12.375 12.625 21519
12.75 0.769289 0.0302529 0.0352132 12.625 12.875 11833
13.00 0.869481 0.0245816 0.0297245 12.875 13.125 6229
13.25 0.913665 0.0197101 0.0184383 13.125 13.375 3220
13.50 0.963964 0.00559562 0.0129646 13.375 13.625 1554
13.75 0.951429 0.00714284 0.00436133 13.625 13.875 700
14.00 0.985663 0 0.00716841 13.875 14.125 279
14.25 0.979798 0 0 14.125 14.375 99
14.50 1 0 0 14.375 14.625 18
14.75 1 0 0 14.625 14.875 3
15.00 1 0 0 14.875 15.125 1
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
