#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 2.74605e-05 0 8.625 8.875 36416
9.00 6.87746e-05 1.71907e-05 5.15818e-05 8.875 9.125 58161
9.25 8.22382e-05 5.75259e-05 6.99067e-05 9.125 9.375 243196
9.50 0.000291645 0.000201433 0.000260101 9.375 9.625 757771
9.75 0.00291056 0.000921786 0.00253231 9.625 9.875 1.92506e+06
10.00 0.00469892 0.00156712 0.00404675 9.875 10.125 2.94919e+06
10.25 0.0090783 0.00224676 0.00719365 10.125 10.375 2.25736e+06
10.50 0.0190468 0.00397492 0.0124923 10.375 10.625 1.44397e+06
10.75 0.0395613 0.00719033 0.0206092 10.625 10.875 900804
11.00 0.073945 0.0120639 0.0288668 10.875 11.125 557942
11.25 0.121715 0.0120856 0.033471 11.125 11.375 336065
11.50 0.190585 0.0135304 0.0333456 11.375 11.625 200645
11.75 0.281246 0.0109978 0.025182 11.625 11.875 119696
12.00 0.390241 0.0175588 0.0164824 11.875 12.125 70518
12.25 0.509087 0.0387371 0.0191028 12.125 12.375 41486
12.50 0.626253 0.0659174 0.0165292 12.375 12.625 24348
12.75 0.728713 0.0832592 0.0159515 12.625 12.875 14328
13.00 0.807439 0.0877374 0.0115331 12.875 13.125 8039
13.25 0.864629 0.0756469 0.00666922 13.125 13.375 4580
13.50 0.909917 0.0612124 0 13.375 13.625 2420
13.75 0.934363 0.0483822 -0.00142407 13.625 13.875 1295
14.00 0.932496 0.048636 -0.00608659 13.875 14.125 637
14.25 0.951769 0.0319448 0 14.125 14.375 311
14.50 0.964912 0.0350877 0 14.375 14.625 114
14.75 0.952381 0.047619 0 14.625 14.875 42
15.00 1 0 0 14.875 15.125 5
15.25 1 0 0 15.125 15.375 2
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
