#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 2.89779e-05 0 8.625 8.875 34509
9.00 0 1.60205e-05 0 8.875 9.125 62420
9.25 6.64509e-06 1.32796e-05 3.32324e-06 9.125 9.375 300974
9.50 9.16242e-05 0.000394943 -3.82237e-06 9.375 9.625 1.2333e+06
9.75 0.000494386 0.00207351 -7.18876e-06 9.625 9.875 3.18981e+06
10.00 0.000324904 0.00121121 -5.58337e-06 9.875 10.125 3.85344e+06
10.25 0.000397212 0.000881756 0.000131458 10.125 10.375 2.65098e+06
10.50 0.00161257 0.00244207 0.000658781 10.375 10.625 1.6421e+06
10.75 0.00571073 0.00605635 0.00193359 10.625 10.875 1.00968e+06
11.00 0.015846 0.0107726 0.00432529 10.875 11.125 600213
11.25 0.0390783 0.0153594 0.00799854 11.125 11.375 346663
11.50 0.088144 0.0177352 0.0162454 11.375 11.625 199469
11.75 0.170631 0.0142027 0.0247383 11.625 11.875 114428
12.00 0.298776 0.00690258 0.0310408 11.875 12.125 64888
12.25 0.453451 0.0109668 0.0332639 12.125 12.375 36231
12.50 0.625406 0.0291023 0.0408878 12.375 12.625 20011
12.75 0.769354 0.0336064 0.0399438 12.625 12.875 10579
13.00 0.865081 0.0320881 0.0333221 12.875 13.125 5507
13.25 0.92609 0.0150645 0.017236 13.125 13.375 2706
13.50 0.951378 0.00797194 0.0145867 13.375 13.625 1234
13.75 0.977012 0 0.00772166 13.625 13.875 522
14.00 0.967568 0 0 13.875 14.125 185
14.25 0.98 0 0 14.125 14.375 50
14.50 1 0 0 14.375 14.625 8
14.75 1 0 0 14.625 14.875 2
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
