#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 3.42983e-05 0 0 8.625 8.875 29156
9.00 0 1.90792e-05 0 8.875 9.125 52412
9.25 0 1.20366e-05 0 9.125 9.375 249112
9.50 7.79838e-05 0.00022365 1.02704e-06 9.375 9.625 987385
9.75 0.000485604 0.00121945 4.15313e-05 9.625 9.875 2.75121e+06
10.00 0.000487544 0.000775331 9.83416e-05 9.875 10.125 3.65506e+06
10.25 0.000900638 0.00102458 0.00042841 10.125 10.375 2.56818e+06
10.50 0.00302903 0.00290259 0.00114803 10.375 10.625 1.59853e+06
10.75 0.00965994 0.00740521 0.00247591 10.625 10.875 986238
11.00 0.024562 0.0114113 0.00488097 10.875 11.125 597955
11.25 0.0559222 0.0139926 0.00827945 11.125 11.375 348323
11.50 0.109526 0.0136366 0.0134672 11.375 11.625 203240
11.75 0.200469 0.0121481 0.020935 11.625 11.875 118148
12.00 0.327597 0.0085938 0.0251617 11.875 12.125 67934
12.25 0.477889 0.0132972 0.0282799 12.125 12.375 38894
12.50 0.627176 0.026383 0.0329098 12.375 12.625 21828
12.75 0.765366 0.0297108 0.0330198 12.625 12.875 12023
13.00 0.859845 0.0257679 0.0235597 12.875 13.125 6450
13.25 0.913632 0.0188165 0.018231 13.125 13.375 3323
13.50 0.950993 0.0115776 0.0120137 13.375 13.625 1612
13.75 0.964048 0.00657958 0.00271457 13.625 13.875 751
14.00 0.973333 0 0.0034337 13.875 14.125 300
14.25 0.972477 0 0 14.125 14.375 109
14.50 1 0 0 14.375 14.625 21
14.75 1 0 0 14.625 14.875 4
15.00 1 0 0 14.875 15.125 1
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
