#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 0 1.92545e-05 0 8.625 8.875 51936
9.00 3.24486e-05 1.08153e-05 1.08167e-05 8.875 9.125 92454
9.25 7.10838e-06 1.18412e-05 2.17187e-09 9.125 9.375 422037
9.50 0.000119028 0.000615444 1.12422e-05 9.375 9.625 1.61307e+06
9.75 0.000553409 0.0030379 3.22975e-05 9.625 9.875 3.69528e+06
10.00 0.000293718 0.00180737 -1.96446e-05 9.875 10.125 4.01405e+06
10.25 0.000173657 0.000662553 1.49817e-05 10.125 10.375 2.70648e+06
10.50 0.000676594 0.00152122 0.000445796 10.375 10.625 1.67013e+06
10.75 0.002827 0.00403976 0.00167942 10.625 10.875 1.02087e+06
11.00 0.00882103 0.00817204 0.00438658 10.875 11.125 590634
11.25 0.0253841 0.013577 0.0103761 11.125 11.375 335131
11.50 0.0628423 0.0180673 0.0195 11.375 11.625 189729
11.75 0.137642 0.0125183 0.0289044 11.625 11.875 106443
12.00 0.257289 0.00874949 0.0377118 11.875 12.125 59093
12.25 0.419371 0.00799412 0.0385579 12.125 12.375 31893
12.50 0.60071 0.0202796 0.0424135 12.375 12.625 16895
12.75 0.761271 0.0395219 0.047997 12.625 12.875 8562
13.00 0.867095 0.0375654 0.0383536 12.875 13.125 4206
13.25 0.939057 0.0206464 0.0201378 13.125 13.375 1887
13.50 0.965561 0.00637758 0.0102611 13.375 13.625 784
13.75 0.974729 0 0 13.625 13.875 277
14.00 0.951807 0.0120482 0 13.875 14.125 83
14.25 0.928571 0 0 14.125 14.375 14
14.50 1 0 0 14.375 14.625 1
14.75 1 0 0 14.625 14.875 1
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
