#Peak halo masses in Msun
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(True_SSFR<1e-11/yr) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 3.45961e-05 0 0 8.625 8.875 28905
9.00 0 1.9226e-05 0 8.875 9.125 52011
9.25 0 1.2102e-05 0 9.125 9.375 247756
9.50 7.88832e-05 0.000215355 5.51112e-06 9.375 9.625 976127
9.75 0.000484789 0.00120585 4.20007e-05 9.625 9.875 2.7249e+06
10.00 0.000497444 0.000767952 0.000112387 9.875 10.125 3.64061e+06
10.25 0.000951074 0.00107034 0.000442794 10.125 10.375 2.56237e+06
10.50 0.00322992 0.00294752 0.00119613 10.375 10.625 1.59570e+06
10.75 0.010106 0.00752509 0.00259313 10.625 10.875 984468
11.00 0.0254768 0.0110555 0.00509104 10.875 11.125 597642
11.25 0.056824 0.0140306 0.00832517 11.125 11.375 348321
11.50 0.111655 0.0134157 0.0140475 11.375 11.625 203385
11.75 0.203094 0.0120725 0.0207838 11.625 11.875 118246
12.00 0.329036 0.00738895 0.024718 11.875 12.125 68111
12.25 0.48022 0.0131418 0.0296267 12.125 12.375 39030
12.50 0.627341 0.025934 0.0311455 12.375 12.625 21894
12.75 0.769912 0.0298375 0.0348906 12.625 12.875 12091
13.00 0.861243 0.0240477 0.0270162 12.875 13.125 6515
13.25 0.912979 0.019129 0.017399 13.125 13.375 3367
13.50 0.949359 0.00740069 0.00915194 13.375 13.625 1639
13.75 0.975228 0.0025205 0.00289619 13.625 13.875 767
14.00 0.967213 0.00638425 0.000107825 13.875 14.125 305
14.25 0.990909 0 0 14.125 14.375 110
14.50 1 0 0 14.375 14.625 23
14.75 1 0 0 14.625 14.875 3
15.00 1 0 0 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
